incident_id,categoria,subcategoria,prioridad,servicio_afectado,canal_entrada,tiempo_resolucion_horas,sla_incumplido,reaperturas,escalados,satisfaccion_usuario,coste_estimado,descripcion_corta,causa_raiz_simulada,synthetic_segment
INC-2026-000048,Cambios,Configuracion,critica,API pagos,email,24.44,True,2,3,5.8,2314.69,Usuario reporta problema en API pagos; se detecta Configuracion.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000049,Aplicacion,Error funcional,media,Plataforma cloud,monitoreo,2.48,False,0,0,8.2,70.34,Incidencia en Plataforma cloud; patron observado: Error funcional.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000050,Infraestructura,Storage,alta,Correo corporativo,portal,61.26,True,0,6,6.9,4656.58,Infraestructura reporta Storage con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000051,Base de datos,Conexion,alta,Base de datos transaccional,email,94.11,True,1,3,4.7,2155.75,Incidencia en Base de datos transaccional; patron observado: Conexion.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000052,Seguridad,Vulnerabilidad,alta,IAM,portal,113.32,True,5,4,4.4,12289.63,Incidencia en IAM; patron observado: Vulnerabilidad.,Registro incompleto,Casos anomalos
INC-2026-000053,Aplicacion,,alta,Mesa de ayuda,email,1.0,False,1,1,7.3,1815.78,Mesa de ayuda: Error 500 asociado a Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000054,Cambios,Rollback,media,Portal clientes,api,22.9,False,2,1,8.0,3227.48,Portal clientes: Rollback asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000055,Aplicacion,Error 500,baja,Portal clientes,telefono,6.08,False,0,0,8.8,,Incidencia en Portal clientes; patron observado: Error 500.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000056,Infraestructura,CPU alta,alta,Plataforma cloud,email,51.63,True,3,6,5.6,1961.1,Infraestructura reporta CPU alta con posible causa Dependencia de terceros.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000057,Seguridad,Malware,critica,Plataforma cloud,chat,4.0,False,5,3,3.8,10988.17,Seguridad reporta Malware con posible causa Falla intermitente no reproducible.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000058,Soporte,Consulta,media,Mesa de ayuda,portal,3.05,False,0,0,8.0,89.33,Mesa de ayuda: Consulta asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000059,Seguridad,Phishing,critica,Plataforma cloud,email,12.21,True,0,5,4.1,3405.51,Usuario reporta problema en Plataforma cloud; se detecta Phishing.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000060,Aplicacion,Integracion,baja,Base de datos transaccional,monitoreo,4.07,True,0,0,9.8,32.45,Usuario reporta problema en Base de datos transaccional; se detecta Integracion.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000061,Infraestructura,CPU alta,alta,Portal clientes,monitoreo,47.79,True,3,1,6.9,3340.74,Usuario reporta problema en Portal clientes; se detecta CPU alta.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000062,Soporte,Permisos,baja,Correo corporativo,monitoreo,2.83,False,0,0,,20.0,Correo corporativo: Permisos asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000063,Soporte,Configuracion usuario,baja,Correo corporativo,telefono,5.66,False,0,0,8.0,102.72,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000064,Soporte,Consulta,media,Correo corporativo,monitoreo,1.25,False,0,0,8.4,49.43,Incidencia en Correo corporativo; patron observado: Consulta.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000065,Seguridad,Acceso,critica,Correo corporativo,email,24.65,True,3,0,5.9,3104.82,Incidencia en Correo corporativo; patron observado: Acceso.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000066,Cambios,Despliegue,alta,ERP financiero,email,36.36,True,3,1,6.1,1984.97,Incidencia en ERP financiero; patron observado: Despliegue.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000067,Infraestructura,Memoria,alta,Plataforma cloud,monitoreo,29.21,True,1,1,7.4,3478.05,Usuario reporta problema en Plataforma cloud; se detecta Memoria.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000068,Base de datos,Conexion,media,API pagos,telefono,75.78,True,3,6,8.1,4271.93,Usuario reporta problema en API pagos; se detecta Conexion.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000069,Soporte,Solicitud,baja,Correo corporativo,email,2.07,False,0,0,7.5,78.7,Incidencia en Correo corporativo; patron observado: Solicitud.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000070,Infraestructura,Memoria,alta,Base de datos transaccional,,82.61,True,2,2,6.4,3895.18,Base de datos transaccional: Memoria asociado a Dependencia de terceros.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000071,Infraestructura,Red,critica,API pagos,telefono,17.94,True,2,1,4.4,1029.36,Infraestructura reporta Red con posible causa Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000072,Soporte,Permisos,critica,Mesa de ayuda,email,94.71,True,6,4,6.2,,Usuario reporta problema en Mesa de ayuda; se detecta Permisos.,Combinacion inusual de sintomas,Casos anomalos
INC-2026-000073,Base de datos,Bloqueos,critica,API pagos,portal,30.29,True,2,2,5.9,2460.46,API pagos: Bloqueos asociado a Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000074,Aplicacion,Error 500,media,Base de datos transaccional,portal,31.06,True,1,1,7.5,3670.34,Incidencia en Base de datos transaccional; patron observado: Error 500.,Configuracion inconsistente,Incidencias asociadas a cambios
INC-2026-000075,Infraestructura,Memoria,alta,Portal clientes,chat,8.38,True,3,2,6.3,1898.63,Portal clientes: Memoria asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000076,Seguridad,Vulnerabilidad,critica,Correo corporativo,email,9.23,True,0,1,7.7,762.17,Seguridad reporta Vulnerabilidad con posible causa Vulnerabilidad sin parche.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000077,Seguridad,Malware,critica,Correo corporativo,chat,16.18,True,1,4,9.0,184.56,Seguridad reporta Malware con posible causa Politica de acceso debil.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000078,Infraestructura,Storage,critica,Correo corporativo,chat,142.99,True,4,3,5.0,1013.67,Usuario reporta problema en Correo corporativo; se detecta Storage.,Registro incompleto,Casos anomalos
INC-2026-000079,Soporte,Consulta,baja,Correo corporativo,monitoreo,1.28,False,0,0,8.4,20.0,Correo corporativo: Consulta asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000080,Seguridad,Malware,alta,Plataforma cloud,portal,20.63,True,1,0,4.9,3257.08,Plataforma cloud: Malware asociado a Phishing.,Phishing,Incidencias de seguridad
INC-2026-000081,Infraestructura,Memoria,alta,IAM,telefono,24.54,True,3,2,5.1,1333.35,IAM: Memoria asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000082,Base de datos,Consulta lenta,media,Base de datos transaccional,chat,31.6,True,1,3,6.3,2489.63,Base de datos transaccional: Consulta lenta asociado a Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000083,Base de datos,Conexion,media,Base de datos transaccional,api,37.86,True,1,5,5.8,5638.48,Incidencia en Base de datos transaccional; patron observado: Conexion.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000084,Aplicacion,Error 500,baja,ERP financiero,monitoreo,0.28,True,0,0,10.0,86.37,Incidencia en ERP financiero; patron observado: Error 500.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000085,Seguridad,Vulnerabilidad,critica,IAM,portal,3.0,True,0,2,6.6,3910.88,Usuario reporta problema en IAM; se detecta Vulnerabilidad.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000086,Base de datos,Bloqueos,alta,Base de datos transaccional,api,65.42,True,1,3,5.5,3221.08,Base de datos reporta Bloqueos con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000087,Aplicacion,Integracion,baja,ERP financiero,telefono,1.76,False,0,0,9.2,81.56,Usuario reporta problema en ERP financiero; se detecta Integracion.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000088,Infraestructura,Red,alta,Correo corporativo,monitoreo,15.17,True,1,1,5.6,693.56,Usuario reporta problema en Correo corporativo; se detecta Red.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000089,Soporte,Configuracion usuario,baja,Correo corporativo,email,4.1,False,0,0,9.3,96.97,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000090,Infraestructura,Storage,critica,ERP financiero,portal,8.49,True,1,1,,1942.68,Infraestructura reporta Storage con posible causa Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000091,Aplicacion,Error funcional,alta,Portal clientes,monitoreo,33.57,True,3,1,6.3,2069.09,Aplicacion reporta Error funcional con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000092,Aplicacion,Error funcional,critica,Portal clientes,telefono,17.38,True,0,0,6.2,1869.86,Portal clientes: Error funcional asociado a Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000093,Soporte,Consulta,baja,Mesa de ayuda,email,2.79,False,0,1,8.7,20.0,Mesa de ayuda: Consulta asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000094,Aplicacion,Lentitud,media,Red corporativa,monitoreo,35.04,True,3,0,5.2,2457.22,Usuario reporta problema en Red corporativa; se detecta Lentitud.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000095,Aplicacion,Lentitud,alta,Base de datos transaccional,portal,19.13,True,4,2,5.0,155.43,Usuario reporta problema en Base de datos transaccional; se detecta Lentitud.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000096,Infraestructura,Storage,critica,Portal clientes,portal,1.0,False,1,2,4.3,1292.6,Usuario reporta problema en Portal clientes; se detecta Storage.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000097,Soporte,Consulta,baja,Correo corporativo,chat,4.84,False,0,0,8.4,20.0,Incidencia en Correo corporativo; patron observado: Consulta.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000098,Soporte,Permisos,baja,Correo corporativo,chat,2.02,False,0,0,9.2,119.23,Incidencia en Correo corporativo; patron observado: Permisos.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000099,Base de datos,Bloqueos,media,API pagos,monitoreo,32.75,True,5,3,3.3,9195.27,API pagos: Bloqueos asociado a Falla intermitente no reproducible.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000100,Base de datos,Consulta lenta,alta,Base de datos transaccional,monitoreo,49.99,True,4,0,5.2,1740.45,Incidencia en Base de datos transaccional; patron observado: Consulta lenta.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000101,Aplicacion,Error funcional,alta,Portal clientes,monitoreo,25.17,True,2,4,7.7,3889.52,Aplicacion reporta Error funcional con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000102,Cambios,Rollback,media,Portal clientes,telefono,39.59,True,2,1,8.6,1075.02,Portal clientes: Rollback asociado a Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000103,Base de datos,Backup,alta,ERP financiero,telefono,14.82,True,2,0,5.3,737.92,ERP financiero: Backup asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000104,Soporte,Consulta,baja,Mesa de ayuda,email,3.25,False,0,0,8.3,108.44,Usuario reporta problema en Mesa de ayuda; se detecta Consulta.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000105,Infraestructura,Red,media,Correo corporativo,telefono,53.2,True,1,2,5.4,5082.39,Usuario reporta problema en Correo corporativo; se detecta Red.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000106,Aplicacion,Lentitud,alta,Portal clientes,portal,18.44,True,2,3,4.2,901.95,Incidencia en Portal clientes; patron observado: Lentitud.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000107,Base de datos,Consulta lenta,critica,Base de datos transaccional,portal,26.79,True,1,2,4.0,795.5,Base de datos reporta Consulta lenta con posible causa Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000108,Soporte,Configuracion usuario,baja,Correo corporativo,email,1.48,False,0,0,8.9,40.98,Soporte reporta Configuracion usuario con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000109,Aplicacion,Integracion,alta,Portal clientes,email,14.69,True,1,1,5.8,2406.25,Usuario reporta problema en Portal clientes; se detecta Integracion.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000110,Soporte,Configuracion usuario,baja,Portal clientes,api,4.55,False,0,0,9.5,64.56,Usuario reporta problema en Portal clientes; se detecta Configuracion usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000111,Seguridad,Vulnerabilidad,alta,Red corporativa,portal,7.31,False,1,3,6.1,6529.73,Red corporativa: Vulnerabilidad asociado a Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000112,Base de datos,Backup,critica,ERP financiero,portal,14.64,True,3,2,5.0,1060.0,Usuario reporta problema en ERP financiero; se detecta Backup.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000113,Cambios,Configuracion,media,ERP financiero,portal,8.88,False,0,2,7.0,1667.91,ERP financiero: Configuracion asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000114,Infraestructura,Memoria,media,Base de datos transaccional,portal,81.44,True,3,2,8.0,4503.24,Infraestructura reporta Memoria con posible causa Deuda tecnica.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000115,Base de datos,Consulta lenta,critica,Base de datos transaccional,monitoreo,22.72,True,2,2,6.2,1077.41,Base de datos transaccional: Consulta lenta asociado a Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000116,Aplicacion,Error funcional,alta,Portal clientes,portal,27.69,True,3,3,5.0,196.89,Usuario reporta problema en Portal clientes; se detecta Error funcional.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000117,Soporte,Solicitud,baja,Mesa de ayuda,monitoreo,0.69,False,1,1,8.9,29.83,Incidencia en Mesa de ayuda; patron observado: Solicitud.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000118,Base de datos,Conexion,alta,Base de datos transaccional,monitoreo,41.45,True,2,2,5.7,3444.61,Usuario reporta problema en Base de datos transaccional; se detecta Conexion.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000119,Soporte,Permisos,baja,Portal clientes,api,3.18,False,0,0,9.3,20.0,Portal clientes: Permisos asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000120,Aplicacion,Error 500,baja,Red corporativa,monitoreo,6.48,False,0,0,8.9,104.25,Incidencia en Red corporativa; patron observado: Error 500.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000121,Seguridad,Vulnerabilidad,media,IAM,api,107.79,True,6,7,,13520.55,IAM: Vulnerabilidad asociado a Falla intermitente no reproducible.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000122,Aplicacion,Error 500,critica,Plataforma cloud,portal,16.76,True,2,5,5.2,1211.54,Incidencia en Plataforma cloud; patron observado: Error 500.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000123,Infraestructura,Memoria,alta,Mesa de ayuda,monitoreo,24.64,True,1,2,3.8,1166.22,Incidencia en Mesa de ayuda; patron observado: Memoria.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000124,Cambios,Rollback,critica,Portal clientes,email,33.29,True,0,0,5.4,1553.81,Portal clientes: Rollback asociado a Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000125,Soporte,Configuracion usuario,baja,Mesa de ayuda,monitoreo,5.11,False,0,0,9.7,72.04,Mesa de ayuda: Configuracion usuario asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000126,Base de datos,Consulta lenta,alta,ERP financiero,chat,11.16,True,3,3,,159.21,ERP financiero: Consulta lenta asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000127,Soporte,Permisos,baja,Portal clientes,telefono,4.84,False,0,0,8.8,65.2,Portal clientes: Permisos asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000128,Cambios,Rollback,media,ERP financiero,monitoreo,16.18,False,2,0,6.9,2366.61,ERP financiero: Rollback asociado a Configuracion inconsistente.,Configuracion inconsistente,Incidencias asociadas a cambios
INC-2026-000129,Aplicacion,Lentitud,baja,ERP financiero,chat,1.86,True,0,0,10.0,51.13,Usuario reporta problema en ERP financiero; se detecta Lentitud.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000130,Aplicacion,Error funcional,alta,ERP financiero,portal,14.32,True,2,3,6.0,1858.25,Aplicacion reporta Error funcional con posible causa Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000131,Seguridad,Vulnerabilidad,critica,Red corporativa,api,75.54,True,4,7,4.0,3670.47,Incidencia en Red corporativa; patron observado: Vulnerabilidad.,Combinacion inusual de sintomas,Casos anomalos
INC-2026-000132,Infraestructura,Memoria,alta,Correo corporativo,monitoreo,52.81,True,5,6,5.2,3478.51,Incidencia en Correo corporativo; patron observado: Memoria.,Deuda tecnica,Incidencias complejas de larga resolucion
