incident_id,categoria,subcategoria,prioridad,servicio_afectado,canal_entrada,tiempo_resolucion_horas,sla_incumplido,reaperturas,escalados,satisfaccion_usuario,coste_estimado,descripcion_corta,causa_raiz_simulada,synthetic_segment
INC-2026-000037,Cambios,Rollback,media,Portal clientes,telefono,3.27,False,3,3,5.4,2021.03,Incidencia en Portal clientes; patron observado: Rollback.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000038,Base de datos,Backup,alta,Base de datos transaccional,portal,51.81,True,4,0,6.6,4713.45,Incidencia en Base de datos transaccional; patron observado: Backup.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000039,Aplicacion,Lentitud,baja,Plataforma cloud,monitoreo,2.4,False,0,0,9.2,,Incidencia en Plataforma cloud; patron observado: Lentitud.,,Incidencias simples de bajo impacto
INC-2026-000040,Base de datos,,media,API pagos,,33.87,True,2,5,5.4,4283.19,Usuario reporta problema en API pagos; se detecta Bloqueos.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000041,Soporte,Configuracion usuario,baja,Correo corporativo,email,2.02,False,0,1,8.6,95.03,Correo corporativo: Configuracion usuario asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000042,Aplicacion,Integracion,media,Plataforma cloud,portal,3.51,False,1,0,6.9,67.93,Plataforma cloud: Integracion asociado a Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000043,Soporte,Configuracion usuario,media,Correo corporativo,portal,8.71,False,0,0,8.4,41.38,Correo corporativo: Configuracion usuario asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000044,Infraestructura,Memoria,alta,Red corporativa,monitoreo,30.94,True,0,2,5.1,1079.31,Infraestructura reporta Memoria con posible causa Deuda tecnica.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000045,Soporte,Configuracion usuario,baja,Mesa de ayuda,portal,2.88,False,0,0,8.5,33.94,Mesa de ayuda: Configuracion usuario asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000046,Soporte,Permisos,baja,Correo corporativo,portal,4.25,False,0,0,,65.2,Correo corporativo: Permisos asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000047,Soporte,Permisos,baja,Mesa de ayuda,email,2.8,False,0,0,8.4,69.56,Mesa de ayuda: Permisos asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000048,Base de datos,Bloqueos,alta,Base de datos transaccional,api,84.99,True,2,2,5.2,4186.31,Incidencia en Base de datos transaccional; patron observado: Bloqueos.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000049,Base de datos,Backup,media,Base de datos transaccional,monitoreo,91.21,True,2,3,5.8,2169.92,Incidencia en Base de datos transaccional; patron observado: Backup.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000050,Aplicacion,Lentitud,baja,Plataforma cloud,email,4.87,True,0,0,7.8,60.26,Incidencia en Plataforma cloud; patron observado: Lentitud.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000051,Seguridad,Phishing,alta,IAM,telefono,0.54,False,0,3,6.2,2709.01,IAM: Phishing asociado a Phishing.,Phishing,Incidencias de seguridad
INC-2026-000052,Soporte,Consulta,media,Mesa de ayuda,telefono,1.4,False,0,0,8.8,68.75,Soporte reporta Consulta con posible causa Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000053,Aplicacion,Error funcional,critica,Red corporativa,email,17.13,True,3,1,4.7,639.84,Aplicacion reporta Error funcional con posible causa Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000054,Infraestructura,Red,media,API pagos,telefono,54.07,True,0,4,7.2,3768.14,Incidencia en API pagos; patron observado: Red.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000055,Base de datos,Bloqueos,alta,ERP financiero,monitoreo,42.75,True,2,4,6.1,2678.03,Incidencia en ERP financiero; patron observado: Bloqueos.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000056,Soporte,Configuracion usuario,baja,Portal clientes,portal,3.22,False,0,0,8.1,59.33,Usuario reporta problema en Portal clientes; se detecta Configuracion usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000057,Soporte,Consulta,media,Portal clientes,email,0.87,False,0,0,8.4,77.63,Portal clientes: Consulta asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000058,Soporte,Solicitud,baja,Mesa de ayuda,telefono,3.01,False,0,0,8.6,42.5,Mesa de ayuda: Solicitud asociado a Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000059,Base de datos,Consulta lenta,alta,Base de datos transaccional,portal,58.63,True,1,2,6.9,2674.31,Base de datos transaccional: Consulta lenta asociado a Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000060,Seguridad,Phishing,critica,Plataforma cloud,monitoreo,21.88,True,0,4,6.1,387.34,Usuario reporta problema en Plataforma cloud; se detecta Phishing.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000061,Soporte,Consulta,media,Mesa de ayuda,monitoreo,2.99,False,0,0,8.2,67.54,Usuario reporta problema en Mesa de ayuda; se detecta Consulta.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000062,Infraestructura,CPU alta,critica,Plataforma cloud,monitoreo,21.58,True,2,1,4.6,1524.35,Incidencia en Plataforma cloud; patron observado: CPU alta.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000063,Soporte,Configuracion usuario,baja,Portal clientes,chat,4.58,False,0,0,7.8,36.39,Soporte reporta Configuracion usuario con posible causa Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000064,Cambios,Rollback,critica,Plataforma cloud,telefono,33.02,True,3,3,8.4,1365.19,Incidencia en Plataforma cloud; patron observado: Rollback.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000065,Aplicacion,Lentitud,critica,Plataforma cloud,portal,19.88,True,4,2,5.1,2457.16,Incidencia en Plataforma cloud; patron observado: Lentitud.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000066,Soporte,Solicitud,media,Portal clientes,monitoreo,0.67,False,0,0,9.4,37.66,Soporte reporta Solicitud con posible causa Solicitud operativa.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000067,Aplicacion,Integracion,media,IAM,portal,56.46,True,1,0,5.9,3020.47,Incidencia en IAM; patron observado: Integracion.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000068,Aplicacion,Error 500,alta,Red corporativa,portal,51.33,True,2,6,6.2,1866.63,Red corporativa: Error 500 asociado a Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000069,Aplicacion,Error 500,media,ERP financiero,portal,49.89,True,2,5,6.5,1989.66,Aplicacion reporta Error 500 con posible causa Arquitectura compleja.,Arquitectura compleja,Incidencias complejas de larga resolucion
INC-2026-000070,Aplicacion,Integracion,media,IAM,portal,0.91,False,0,0,8.6,93.11,IAM: Integracion asociado a Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000071,Soporte,Configuracion usuario,baja,Mesa de ayuda,monitoreo,5.11,False,0,0,8.7,133.4,Mesa de ayuda: Configuracion usuario asociado a Configuracion menor.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000072,Base de datos,Bloqueos,alta,Base de datos transaccional,monitoreo,6.08,False,0,3,4.1,1209.1,Base de datos reporta Bloqueos con posible causa Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000073,Seguridad,Phishing,critica,Red corporativa,monitoreo,29.73,True,0,1,6.1,4402.99,Incidencia en Red corporativa; patron observado: Phishing.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000074,Soporte,Permisos,baja,Mesa de ayuda,monitoreo,1.92,False,0,0,8.1,20.0,Usuario reporta problema en Mesa de ayuda; se detecta Permisos.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000075,Cambios,Despliegue,alta,Plataforma cloud,portal,19.65,True,2,2,6.9,2511.95,Usuario reporta problema en Plataforma cloud; se detecta Despliegue.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000076,Infraestructura,Memoria,alta,Plataforma cloud,portal,41.26,True,2,1,7.3,4626.16,Plataforma cloud: Memoria asociado a Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000077,Aplicacion,Error 500,media,Portal clientes,,87.91,True,3,1,4.9,1504.44,Incidencia en Portal clientes; patron observado: Error 500.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000078,Base de datos,Consulta lenta,critica,Base de datos transaccional,email,22.55,True,4,3,5.0,1249.06,Base de datos transaccional: Consulta lenta asociado a Capacidad insuficiente.,Capacidad insuficiente,Incidencias criticas recurrentes
INC-2026-000079,Cambios,Despliegue,media,API pagos,email,20.32,False,1,3,5.8,269.18,API pagos: Despliegue asociado a Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000080,Aplicacion,Error 500,alta,Red corporativa,monitoreo,14.76,True,3,0,5.1,217.11,Incidencia en Red corporativa; patron observado: Error 500.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000081,Soporte,Consulta,media,Mesa de ayuda,email,0.56,False,0,0,9.0,29.48,Soporte reporta Consulta con posible causa Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000082,Aplicacion,Lentitud,critica,Correo corporativo,email,16.55,True,3,2,6.2,1578.59,Correo corporativo: Lentitud asociado a Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000083,Aplicacion,Integracion,alta,API pagos,monitoreo,13.36,True,2,2,,2198.35,API pagos: Integracion asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000084,Soporte,Permisos,baja,Portal clientes,chat,7.03,False,0,0,8.8,60.13,Portal clientes: Permisos asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000085,Cambios,Configuracion,alta,ERP financiero,monitoreo,21.16,True,0,4,6.3,1634.14,ERP financiero: Configuracion asociado a Despliegue fallido.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000086,Infraestructura,CPU alta,media,Base de datos transaccional,monitoreo,62.28,True,2,3,5.4,4520.5,Usuario reporta problema en Base de datos transaccional; se detecta CPU alta.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000087,Seguridad,,critica,Plataforma cloud,chat,26.17,True,0,4,3.1,3562.13,Incidencia en Plataforma cloud; patron observado: Phishing.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000088,Base de datos,Backup,media,ERP financiero,monitoreo,35.65,True,1,5,5.7,999.47,Usuario reporta problema en ERP financiero; se detecta Backup.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000089,Seguridad,Malware,critica,Correo corporativo,email,2.91,False,1,2,3.9,3637.02,Correo corporativo: Malware asociado a Credenciales comprometidas.,Credenciales comprometidas,Incidencias de seguridad
INC-2026-000090,Aplicacion,Error 500,baja,IAM,monitoreo,2.36,False,1,0,8.5,86.27,Incidencia en IAM; patron observado: Error 500.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000091,Soporte,Configuracion usuario,baja,Correo corporativo,email,3.69,False,1,0,7.9,25.01,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000092,Aplicacion,Error funcional,alta,Correo corporativo,email,17.9,True,2,1,5.7,1433.21,Aplicacion reporta Error funcional con posible causa Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000093,Soporte,Permisos,baja,Portal clientes,portal,4.87,False,0,0,7.5,30.34,Incidencia en Portal clientes; patron observado: Permisos.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000094,Aplicacion,Lentitud,alta,Plataforma cloud,portal,19.82,True,0,0,3.9,1236.5,Aplicacion reporta Lentitud con posible causa Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000095,Soporte,Configuracion usuario,media,Mesa de ayuda,portal,6.2,False,0,0,8.1,85.81,Usuario reporta problema en Mesa de ayuda; se detecta Configuracion usuario.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000096,Seguridad,Vulnerabilidad,alta,IAM,email,17.68,True,0,1,4.1,4916.75,Seguridad reporta Vulnerabilidad con posible causa Politica de acceso debil.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000097,Cambios,Versionado,alta,ERP financiero,telefono,21.94,True,4,2,6.1,444.01,Incidencia en ERP financiero; patron observado: Versionado.,Despliegue fallido,Incidencias asociadas a cambios
INC-2026-000098,Aplicacion,Error 500,alta,Plataforma cloud,monitoreo,4.06,False,0,1,4.5,357.36,Usuario reporta problema en Plataforma cloud; se detecta Error 500.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000099,Soporte,Permisos,media,Mesa de ayuda,email,4.09,False,1,0,8.3,112.86,Usuario reporta problema en Mesa de ayuda; se detecta Permisos.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000100,Aplicacion,Integracion,media,Mesa de ayuda,telefono,2.0,False,1,0,5.8,2530.77,Mesa de ayuda: Integracion asociado a Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000101,Aplicacion,Integracion,critica,API pagos,monitoreo,14.77,True,5,2,,9835.19,API pagos: Integracion asociado a Falla intermitente no reproducible.,Falla intermitente no reproducible,Casos anomalos
INC-2026-000102,Aplicacion,Lentitud,alta,Correo corporativo,monitoreo,65.74,True,4,4,5.7,2730.74,Aplicacion reporta Lentitud con posible causa Diagnostico incompleto.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000103,Aplicacion,Error 500,critica,Base de datos transaccional,email,14.62,True,1,5,5.2,261.77,Base de datos transaccional: Error 500 asociado a Defecto recurrente.,,Incidencias criticas recurrentes
INC-2026-000104,Base de datos,Consulta lenta,alta,API pagos,monitoreo,21.2,True,2,2,5.4,1811.26,Usuario reporta problema en API pagos; se detecta Consulta lenta.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000105,Aplicacion,Error funcional,media,Mesa de ayuda,email,24.75,True,2,1,8.0,1839.35,Incidencia en Mesa de ayuda; patron observado: Error funcional.,Rollback incompleto,Incidencias asociadas a cambios
INC-2026-000106,Soporte,Configuracion usuario,media,Correo corporativo,portal,0.92,False,0,0,9.3,85.27,Soporte reporta Configuracion usuario con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000107,Soporte,Configuracion usuario,media,Correo corporativo,portal,2.55,False,0,0,9.3,106.55,Soporte reporta Configuracion usuario con posible causa Error de usuario.,Error de usuario,Incidencias simples de bajo impacto
INC-2026-000108,Soporte,Configuracion usuario,baja,Correo corporativo,portal,4.9,False,0,0,8.3,20.0,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000109,Seguridad,Phishing,alta,Correo corporativo,portal,31.54,True,0,1,7.1,2634.29,Correo corporativo: Phishing asociado a Vulnerabilidad sin parche.,Vulnerabilidad sin parche,Incidencias de seguridad
INC-2026-000110,Cambios,Configuracion,alta,Plataforma cloud,monitoreo,2.92,False,1,1,6.4,1884.6,Cambios reporta Configuracion con posible causa Cambio no validado.,Cambio no validado,Incidencias asociadas a cambios
INC-2026-000111,Seguridad,Malware,critica,Red corporativa,api,0.5,True,0,2,5.9,3719.49,Usuario reporta problema en Red corporativa; se detecta Malware.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000112,Seguridad,Acceso,critica,Red corporativa,portal,9.26,True,0,2,5.9,1052.89,Seguridad reporta Acceso con posible causa Phishing.,Phishing,Incidencias de seguridad
INC-2026-000113,Infraestructura,Memoria,alta,Plataforma cloud,portal,49.94,True,2,2,5.8,4214.15,Incidencia en Plataforma cloud; patron observado: Memoria.,Dependencia de terceros,Incidencias complejas de larga resolucion
INC-2026-000114,Aplicacion,Lentitud,baja,Mesa de ayuda,portal,3.39,False,0,0,,63.3,Incidencia en Mesa de ayuda; patron observado: Lentitud.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000115,Aplicacion,Error 500,alta,Correo corporativo,monitoreo,95.89,True,3,2,6.4,3776.38,Usuario reporta problema en Correo corporativo; se detecta Error 500.,Diagnostico incompleto,Incidencias complejas de larga resolucion
INC-2026-000116,Seguridad,Vulnerabilidad,critica,Correo corporativo,portal,11.17,True,2,3,7.4,4369.81,Incidencia en Correo corporativo; patron observado: Vulnerabilidad.,Phishing,Incidencias de seguridad
INC-2026-000117,Seguridad,Vulnerabilidad,alta,Plataforma cloud,chat,26.61,True,0,3,5.1,7435.26,Usuario reporta problema en Plataforma cloud; se detecta Vulnerabilidad.,Phishing,Incidencias de seguridad
INC-2026-000118,Soporte,Permisos,baja,Correo corporativo,chat,4.32,False,0,0,7.8,141.02,Usuario reporta problema en Correo corporativo; se detecta Permisos.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000119,Infraestructura,Memoria,critica,IAM,monitoreo,99.57,True,5,4,3.8,11597.27,Usuario reporta problema en IAM; se detecta Memoria.,Evento extremo,Casos anomalos
INC-2026-000120,Infraestructura,Red,alta,Correo corporativo,portal,17.81,True,4,2,5.6,1325.41,Correo corporativo: Red asociado a Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000121,Aplicacion,Lentitud,baja,IAM,monitoreo,3.38,False,0,0,8.1,57.59,Usuario reporta problema en IAM; se detecta Lentitud.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000122,Aplicacion,Lentitud,baja,Plataforma cloud,monitoreo,2.18,False,0,0,8.2,106.28,Plataforma cloud: Lentitud asociado a Documentacion insuficiente.,Documentacion insuficiente,Incidencias simples de bajo impacto
INC-2026-000123,Seguridad,Phishing,alta,Red corporativa,chat,5.55,False,0,3,8.0,4210.89,Red corporativa: Phishing asociado a Politica de acceso debil.,Politica de acceso debil,Incidencias de seguridad
INC-2026-000124,Soporte,Consulta,baja,Portal clientes,api,3.69,True,0,0,8.8,25.19,Incidencia en Portal clientes; patron observado: Consulta.,Configuracion menor,Incidencias simples de bajo impacto
INC-2026-000125,Infraestructura,CPU alta,critica,Plataforma cloud,portal,25.79,True,3,3,4.6,213.79,Incidencia en Plataforma cloud; patron observado: CPU alta.,Defecto recurrente,Incidencias criticas recurrentes
INC-2026-000126,Soporte,Configuracion usuario,baja,Correo corporativo,telefono,1.15,False,0,0,8.4,102.61,Incidencia en Correo corporativo; patron observado: Configuracion usuario.,Solicitud operativa,Incidencias simples de bajo impacto
INC-2026-000127,Aplicacion,Lentitud,critica,Red corporativa,monitoreo,27.34,True,0,0,6.8,600.62,Red corporativa: Lentitud asociado a Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000128,Base de datos,Backup,media,Base de datos transaccional,email,25.62,True,2,3,5.5,1770.46,Usuario reporta problema en Base de datos transaccional; se detecta Backup.,Deuda tecnica,Incidencias complejas de larga resolucion
INC-2026-000129,Base de datos,Backup,alta,Base de datos transaccional,api,11.03,True,2,1,3.0,1801.52,Base de datos reporta Backup con posible causa Monitoreo tardio.,Monitoreo tardio,Incidencias criticas recurrentes
INC-2026-000130,Infraestructura,Storage,critica,Mesa de ayuda,portal,6.23,True,1,3,5.4,1755.36,Infraestructura reporta Storage con posible causa Regla de escalamiento debil.,Regla de escalamiento debil,Incidencias criticas recurrentes
INC-2026-000131,Infraestructura,Storage,media,Correo corporativo,monitoreo,67.36,True,1,1,5.7,5247.73,Usuario reporta problema en Correo corporativo; se detecta Storage.,Dependencia de terceros,Incidencias complejas de larga resolucion
